,count,mean,std,min,lq,med,uq,max,outliers
HV,9.0,0.7036984917086477,0.015399742918814073,0.6885729737925861,0.6917974033014834,0.7014445193211838,0.7096169411066353,0.7363892480427299,0.7665808098782385
