,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:03:58.603623,0.8131247722367057
1,Run_10,0 days 00:05:36.279041,0.7960185974987084
2,Run_2,0 days 00:08:00.610153,0.8404980157061565
3,Run_3,0 days 00:01:35.132552,0.7188822278554008
4,Run_4,0 days 00:05:41.979577,0.8151455082074879
5,Run_5,0 days 00:04:04.292202,0.8010251851139921
6,Run_6,0 days 00:04:33.679950,0.8013055091685989
7,Run_7,0 days 00:04:47.495675,0.7963453752537935
8,Run_8,0 days 00:05:26.755977,0.8260413037471317
9,Run_9,0 days 00:04:31.146830,0.8016386943306463
