,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7259727608329751,419,0,40086
1,Run_2,0.7223172221380848,420,0,40070
2,Run_3,0.7026990405491764,370,10,35307
3,Run_4,0.7231273693419377,418,9,40063
4,Run_5,0.7165028965112542,419,0,40018
5,Run_6,0.7138805274862066,418,0,40004
6,Run_7,0.7000494457458022,358,6,33794
7,Run_8,0.7126431798094872,421,0,40085
8,Run_9,0.7213847448718553,417,0,40041
9,Run_10,0.702404548378593,329,33,30748
