,count,mean,std,min,lq,med,uq,max,outliers
HV,8.0,0.8025060970481878,0.006605092021392963,0.7926418940294981,0.7992971875488065,0.8028857359107129,0.8041215645285951,0.8152087813512421,"0.8165054803352677, 0.7761756590618755"
