,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:05:34.435846,0.8170621238151303
1,Run_10,0 days 00:02:39.549990,0.794206102254206
2,Run_2,0 days 00:02:53.114166,0.8252916371325252
3,Run_3,0 days 00:04:46.755006,0.8271577944103384
4,Run_4,0 days 00:03:16.797833,0.8157357905739034
5,Run_5,0 days 00:03:16.097476,0.8168618923475538
6,Run_6,0 days 00:03:57.977725,0.8189314847964249
7,Run_7,0 days 00:03:57.946031,0.8258651000556643
8,Run_8,0 days 00:03:39.926562,0.8305000580671256
9,Run_9,0 days 00:03:40.611942,0.8109046057242173
