,count,mean,std,min,lq,med,uq,max,outliers
HV,8.0,0.7125839955462372,0.014088367971064992,0.68866083611799,0.708764379253901,0.7107962088967607,0.7159747145548521,0.7399502907100479,"0.4879977303388381, 0.6211151927066644"
