,count,mean,std,min,lq,med,uq,max,outliers
HV,8.0,0.761689797885702,0.016248041433221186,0.7413728527984901,0.7471997759109493,0.763175633711249,0.7736495119653666,0.7843531655904843,"0.6255671471340924, 0.6440603852203145"
