,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.5975864450881212,78,47,5655
1,Run_2,0.7383666684444901,413,0,40065
2,Run_3,0.7070188753433828,330,10,30721
3,Run_4,0.7104693137685403,424,0,40067
4,Run_5,0.6974616494348275,334,19,30349
5,Run_6,0.7123718019908709,305,18,28169
6,Run_7,0.7021459360176844,297,0,27824
7,Run_8,0.7203389713477484,431,0,40101
8,Run_9,0.635291114033761,81,50,5862
9,Run_10,0.7217462743400078,426,0,40060
