,count,mean,std,min,lq,med,uq,max,outliers
HV,8.0,0.713739936335944,0.012935386337560363,0.6974616494348275,0.7058006405119582,0.7114205578797056,0.7206907970958132,0.7383666684444901,"0.635291114033761, 0.5975864450881212"
