,Run_nr,HV
0,Run_1,0.7812935753731313
1,Run_2,0.795716648445603
2,Run_3,0.7948372318400072
3,Run_4,0.7942149124387794
4,Run_5,0.7944728105690178
5,Run_6,0.7877426304808359
6,Run_7,0.7862320842894386
7,Run_8,0.7868359823956494
8,Run_9,0.7711794834829062
9,Run_10,0.7956838104849207
10,Run_11,0.7867414731429532
11,Run_12,0.7866653851852742
12,Run_13,0.7892595840791954
13,Run_14,0.7963141391448513
14,Run_15,0.7894518062880689
15,Run_16,0.791110523765473
16,Run_17,0.7827304363844605
17,Run_18,0.7826975984237778
18,Run_19,0.7987665741597287
19,Run_20,0.7916960005766664
20,Means,0.7891821345475368
