,Run_nr,HV
0,Run_1,0.8172327210255055
1,Run_2,0.8224179151098671
2,Run_3,0.8241919659125949
3,Run_4,0.8193952208753318
4,Run_5,0.8165735590342436
5,Run_6,0.8290623961299264
6,Run_7,0.8168274525351304
7,Run_8,0.8296182386839186
8,Run_9,0.8143373740043489
9,Run_10,0.8129774018765693
10,Run_11,0.8163541053457797
11,Run_12,0.8238235400122542
12,Run_13,0.8245403686661782
13,Run_14,0.8229849706260437
14,Run_15,0.829514919246649
15,Run_16,0.8193679893957415
16,Run_17,0.8168138367953353
17,Run_18,0.8201168550844775
18,Run_19,0.820112850455126
19,Run_20,0.8191893829266632
20,Means,0.8207726531870844
