,count,mean,std,min,lq,med,uq,max,outliers
HV,16.0,0.64266832040943,0.0018683787498479858,0.6395685677344177,0.6413350476008123,0.6427797244240872,0.6437175275362899,0.64627825579895,"0.6510492796907765, 0.652025554053012, 0.6509085355177902, 0.6561495908306358"
