,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7404788604590582,443,0,40088
1,Run_2,0.7455118759387751,463,1,40071
2,Run_3,0.7422382679071363,451,0,40040
3,Run_4,0.7555928608328516,449,0,40008
4,Run_5,0.7423194606341696,479,0,40081
5,Run_6,0.7409991278185268,448,2,40083
6,Run_7,0.6370584896345788,225,214,8811
7,Run_8,0.7341655882997249,457,0,40008
8,Run_9,0.757107223424623,451,0,40070
9,Run_10,0.7522182348633002,443,0,40033
