,Run_nr,HV
0,Run_1,0.7485076145910704
1,Run_2,0.7518670474083589
2,Run_3,0.7485747546995959
3,Run_4,0.7489762442366812
4,Run_5,0.7531239105475925
5,Run_6,0.7475170876882702
6,Run_7,0.7575600182602176
7,Run_8,0.7492481780035232
8,Run_9,0.7519487554044798
9,Run_10,0.7540048377321384
10,Run_11,0.7475168591969901
11,Run_12,0.7516738761441977
12,Run_13,0.7600891397711458
13,Run_14,0.7503321548042166
14,Run_15,0.7496992515651236
15,Run_16,0.7469960631099131
16,Run_17,0.7606414301127165
17,Run_18,0.7495467957673297
18,Run_19,0.749114253374761
19,Run_20,0.7472433385389796
20,Means,0.7512090805478652
