,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:02:23.493132,0.7846566631025466
1,Run_10,0 days 00:00:54.039831,0.732366615807874
2,Run_2,0 days 00:01:51.641816,0.7821737929045978
3,Run_3,0 days 00:01:32.535458,0.7955036021641017
4,Run_4,0 days 00:02:55.631130,0.8052116246380817
5,Run_5,0 days 00:02:38.952402,0.7938609032041039
6,Run_6,0 days 00:01:47.635962,0.7872332416273213
7,Run_7,0 days 00:03:01.295858,0.8077809948300236
8,Run_8,0 days 00:01:30.545459,0.8076768744668839
9,Run_9,0 days 00:02:30.898314,0.811100031636572
