,Mean_HV,Mean_f_1,Mean_f_2
0,0.5321160601781195,30.714418064253827,3922.4049999999997
1,0.5371300361787071,30.687193362731517,3907.5860000000002
2,0.538508348503692,30.650533254364763,3891.178
3,0.5396673374062437,30.636145864314805,3875.5649999999996
4,0.5403572572164889,30.616574591669984,3894.462499999999
5,0.5411643866610237,30.626214781976405,3879.1765
6,0.541641864210182,30.659081667565818,3813.679
7,0.5422004230109341,30.674685036630468,3775.566
8,0.5427616387739944,30.67518287555024,3766.817
9,0.5431064153647525,30.66264589402575,3762.3230000000003
10,0.5435296612336733,30.671199040649263,3723.5579999999995
11,0.5439366953740729,30.664767236647663,3710.9670000000006
12,0.544567237288928,30.648096548839323,3718.5475000000006
13,0.5451821835383226,30.650392770076394,3679.7515
14,0.5454622667717618,30.634193100806108,3677.3839999999996
15,0.5457964977595146,30.625921529488107,3662.1340000000005
16,0.5464173780015218,30.649657421090076,3631.3855000000003
17,0.5467132928672088,30.615180201565295,3633.3170000000005
18,0.5469737215882574,30.556756736174645,3650.9900000000002
19,0.5472399147093541,30.53114890264975,3666.005
20,0.547613788791919,30.519123313708473,3665.9739999999997
21,0.5478676251276686,30.488336017482546,3684.8845
22,0.5485040194815557,30.528340520254268,3633.6505000000006
23,0.5487956979332067,30.526706823352804,3640.4244999999996
24,0.5490709026569356,30.530325250392885,3629.9945
25,0.5493458814535133,30.524710768653392,3619.032
26,0.5497598815365534,30.52994812000093,3606.7634999999996
27,0.5500007391604816,30.52586026004895,3615.6565
28,0.5502205168716529,30.4822191103918,3638.451
29,0.5506463330342042,30.49904747496071,3623.978
30,0.550824494926208,30.505058009054018,3614.5079999999994
31,0.5511167310230388,30.514914484866967,3611.989
32,0.5513094029508566,30.521316460644737,3619.9129999999996
33,0.5515386402071656,30.472917182307924,3649.285
34,0.5517059901674513,30.477283286030392,3656.8205000000003
35,0.5518756405041645,30.47887817496619,3634.4129999999996
36,0.5521466469083792,30.4663679950586,3645.9785
37,0.5522776811243829,30.48061272801194,3619.1124999999993
38,0.5525871925806085,30.459767095911623,3610.8419999999996
39,0.5527663350275805,30.444047904987542,3609.543
40,0.5528440555638212,30.428223580325106,3614.4635000000003
41,0.5530018419662784,30.465176626087782,3578.6620000000003
42,0.553248874923778,30.486384871656544,3572.3955
43,0.5536458243616392,30.453533405265084,3589.2794999999996
