,Run_nr,HV
0,Run_1,0.7538043364312758
1,Run_2,0.7517464966029275
2,Run_3,0.7522302722453822
3,Run_4,0.7447556689689712
4,Run_5,0.7572608969655829
5,Run_6,0.7495177112964277
6,Run_7,0.7541197138989445
7,Run_8,0.7544166243532371
8,Run_9,0.7496309876195031
9,Run_10,0.7560434393637423
10,Run_11,0.7506766783686466
11,Run_12,0.7526993418733172
12,Run_13,0.7515122368791042
13,Run_14,0.7460562677476246
14,Run_15,0.7555897680040247
15,Run_16,0.7483885823722833
16,Run_17,0.749090151389979
17,Run_18,0.7539981443947883
18,Run_19,0.746066423061805
19,Run_20,0.7500451657084615
20,Means,0.7513824453773016
