,count,mean,std,min,lq,med,uq,max,outliers
HV,9.0,0.7557818126989104,0.0033672033595577577,0.7514821172152001,0.7537538015065999,0.7555884650572904,0.7575489355223953,0.7628591059667358,0.7667331138974787
