,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:01:42.694713,0.8410554601118894
1,Run_10,0 days 00:01:41.046456,0.8471721309834168
2,Run_11,0 days 00:01:42.001652,0.848834052164302
3,Run_12,0 days 00:01:39.679824,0.8451778255663548
4,Run_13,0 days 00:01:36.982241,0.842533168342604
5,Run_14,0 days 00:01:35.950017,0.8519648713913284
6,Run_15,0 days 00:01:38.355130,0.8475477652165906
7,Run_16,0 days 00:01:36.541386,0.8419268674587823
8,Run_17,0 days 00:01:38.577117,0.84642166344294
9,Run_18,0 days 00:01:35.526684,0.8476574920608224
10,Run_19,0 days 00:01:36.746360,0.8399245527830173
11,Run_2,0 days 00:01:38.290340,0.8378837936654772
12,Run_20,0 days 00:01:33.953460,0.8477960522363851
13,Run_3,0 days 00:01:40.636565,0.8438322701042404
14,Run_4,0 days 00:01:37.694795,0.8407022518030844
15,Run_5,0 days 00:01:37.411810,0.8498183900589081
16,Run_6,0 days 00:01:37.153709,0.8495140382281916
17,Run_7,0 days 00:01:42.195985,0.8462911125260804
18,Run_8,0 days 00:01:38.318069,0.8473827744873075
19,Run_9,0 days 00:01:37.354183,0.8391428491335984
20,Average,0 days 00:01:38.355524800,0.8451289690882661
