,Run_nr,HV
0,Run_1,0.8410554601118894
1,Run_2,0.8378837936654772
2,Run_3,0.8438322701042404
3,Run_4,0.8407022518030844
4,Run_5,0.8498183900589081
5,Run_6,0.8495140382281916
6,Run_7,0.8462911125260804
7,Run_8,0.8473827744873075
8,Run_9,0.8391428491335984
9,Run_10,0.8471721309834168
10,Run_11,0.848834052164302
11,Run_12,0.8451778255663548
12,Run_13,0.842533168342604
13,Run_14,0.8519648713913284
14,Run_15,0.8475477652165906
15,Run_16,0.8419268674587823
16,Run_17,0.84642166344294
17,Run_18,0.8476574920608224
18,Run_19,0.8399245527830173
19,Run_20,0.8477960522363851
20,Means,0.8451289690882661
