,Run_nr,HV
0,Run_1,0.7586889169578513
1,Run_2,0.757288823633357
2,Run_3,0.7270836996113627
3,Run_4,0.7626353634649735
4,Run_5,0.7596117548331134
5,Run_6,0.7593243826862286
6,Run_7,0.7695996693334346
7,Run_8,0.7604382308731596
8,Run_9,0.7082337884582792
9,Run_10,0.7061075457680515
10,Run_11,0.7562448043347336
11,Run_12,0.7663499201894641
12,Run_13,0.7670562301298611
13,Run_14,0.7237291056025604
14,Run_15,0.7278603308720666
15,Run_16,0.7646913559075532
16,Run_17,0.762957891195393
17,Run_18,0.7621753202909726
18,Run_19,0.7182105597808589
19,Run_20,0.765092733677463
20,Means,0.7491690213800369
