,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:04:47.937370,0.7583120897153028
1,Run_10,0 days 00:08:13.334732,0.792052956726213
2,Run_2,0 days 00:11:40.038527,0.7941397896265514
3,Run_3,0 days 00:11:24.180625,0.7917123917700459
4,Run_4,0 days 00:11:44.565218,0.8064590904348425
5,Run_5,0 days 00:11:11.879903,0.8054279860538383
6,Run_6,0 days 00:01:58.914553,0.6559525926473748
7,Run_7,0 days 00:08:04.735963,0.7873529750345301
8,Run_8,0 days 00:10:04.397317,0.7814129505717268
9,Run_9,0 days 00:06:59.511969,0.7819916749344475
