,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7924280468221263,1345,400,13451
1,Run_2,0.7685644605163569,711,400,7111
2,Run_3,0.8028633099863443,893,400,8931
3,Run_4,0.7729335111388765,772,400,7721
4,Run_5,0.7902975840071123,714,400,7141
5,Run_6,0.7247145700429696,598,400,5981
6,Run_7,0.8056305088682517,1203,400,12031
7,Run_8,0.8027832173993137,1336,400,13361
8,Run_9,0.7617117387700181,527,400,5271
9,Run_10,0.8095430317446969,1490,400,14901
