,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:08:24.662052,0.6959654665726651
1,Run_10,0 days 00:08:16.203735,0.6948436935903456
2,Run_11,0 days 00:08:12.400908,0.6856977712128215
3,Run_12,0 days 00:08:18.578468,0.695916371102579
4,Run_13,0 days 00:08:28.349481,0.6835248284466496
5,Run_14,0 days 00:08:15.601525,0.6895979545501063
6,Run_15,0 days 00:08:22.611074,0.6977108563134369
7,Run_16,0 days 00:08:39.490916,0.7018564034638556
8,Run_17,0 days 00:08:14.272421,0.695866468424812
9,Run_18,0 days 00:08:26.388227,0.6833421442036733
10,Run_19,0 days 00:08:23.146974,0.6912190859159074
11,Run_2,0 days 00:08:30.973125,0.6910421002940345
12,Run_20,0 days 00:08:34.000628,0.6969278965361854
13,Run_3,0 days 00:08:24.416972,0.6845107199515004
14,Run_4,0 days 00:08:16.914011,0.7003320692211783
15,Run_5,0 days 00:08:43.700744,0.6938554883330036
16,Run_6,0 days 00:08:20.367157,0.6961846087345648
17,Run_7,0 days 00:08:34.132656,0.6906998960476491
18,Run_8,0 days 00:08:33.901577,0.682180616774335
19,Run_9,0 days 00:08:22.675190,0.6776364243883848
20,Average,0 days 00:08:25.139392050,0.6914455432038844
