,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:03:26.022819,0.8060029393979442
1,Run_10,0 days 00:03:07.294387,0.7908654404491593
2,Run_2,0 days 00:12:53.440847,0.8144591147366357
3,Run_3,0 days 00:03:12.703420,0.804440333024977
4,Run_4,0 days 00:02:54.214791,0.7992839722719463
5,Run_5,0 days 00:02:32.466854,0.7968771900316767
6,Run_6,0 days 00:05:26.571261,0.7908734497078624
7,Run_7,0 days 00:03:02.047343,0.7989475834064178
8,Run_8,0 days 00:03:14.508814,0.7920532135148232
9,Run_9,0 days 00:02:41.704284,0.7974778844344061
