,Unnamed: 0,Generation,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.0,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999
1,1.0,0.10900000000000001,0.10129106032505503,0.09731020566253043,0.09853295641805745,0.10201839175842423,0.09954623888172112,0.10066769461092599,0.1014077445114536,0.09951153708093502,0.10025372093487833,0.0994604498160187
2,2.0,0.31601,0.10220714279330492,0.09494439531301019,0.09725064873215025,0.10297092398837403,0.09969644905484012,0.10135067132307618,0.1012733175115659,0.09888598560503133,0.1009993213149738,0.10042114436367314
3,3.0,0.6191589000000001,0.100904746665936,0.09340969541198015,0.09653982364070476,0.1037508347361111,0.0985820121968079,0.10366550769360745,0.10123147871566451,0.0987540116945549,0.1019056930832864,0.10125619616134668
4,4.0,1.015801321,0.09938405369297434,0.09188208882202004,0.09707952182903752,0.10522060048790727,0.09768318643514783,0.10334341959693155,0.10119526012956295,0.09796042165367272,0.10302843732804165,0.10322301002470399
5,5.0,1.50262148669,0.09803595254096847,0.09233279660109965,0.09470460440568829,0.10576080638222113,0.09709039242130585,0.10412328790603688,0.10098076107400843,0.0982339279725853,0.10477024476151846,0.10396722593456739
6,6.0,2.0757334209441005,0.09808962654392638,0.09294651457077088,0.09243334328765014,0.10656392273370532,0.09556794474737901,0.10427129674218111,0.10121192069755085,0.09751056703579984,0.10584714927859037,0.10555771436244596
7,7.0,2.7307768275633495,0.09694465050480207,0.09072354151286016,0.09326087276622602,0.10802950548103558,0.09459877555207365,0.10565567404297278,0.10025364241439448,0.0970951486940008,0.1082399870728686,0.1051982019587657
8,8.0,3.4630081252450404,0.0958423161432479,0.09050184783077472,0.09167753547101914,0.10692389141111071,0.09568235390360282,0.10764133334492516,0.09952737162814629,0.09642188796334854,0.11002298409908952,0.10575847820473502
9,9.0,4.2673862119061114,0.09414259249768743,0.09053816996077599,0.08957115308997247,0.10602586867190386,0.0927984691710995,0.10930018376860569,0.10014406782757543,0.09699131936979265,0.11291187465962825,0.10757630098295859
10,10.0,5.138652627782014,0.09550801864694036,0.0899281043549725,0.08891539583895458,0.10305188779466255,0.09192488429281051,0.11177342222826256,0.10020696321362207,0.0978199062010634,0.11395762162253753,0.10691379580617377
11,11.0,6.071405875792507,0.09538586208616272,0.09207575359326603,0.08809632221208238,0.09934926816901361,0.09125167076095188,0.11381372672278223,0.09888440128280884,0.09564672418993392,0.11658990793176774,0.10890636305123053
12,12.0,7.060169740244025,0.09417874037588986,0.09253083720069616,0.08963614945346515,0.09753907182563279,0.0906313265759452,0.11419786596068769,0.09857134934831008,0.09477604219624229,0.11738722359116616,0.11055139347196448
13,13.0,8.099455520847952,0.09346767653463754,0.09373399442806797,0.0895451851848379,0.09551186333449434,0.08910122221928296,0.11430050619266618,0.0980492692342831,0.09518894722074259,0.11864095134541679,0.1124603843055705
14,14.0,9.183818168183006,0.09380845573640256,0.09597687598278018,0.09176095908831507,0.09554015423891536,0.08721090055761271,0.11440859926880377,0.09808471823875345,0.09232322150145589,0.11870600597661796,0.11218010941034293
15,15.0,10.307906369102724,0.0929293226486311,0.09565849274866849,0.09170348784576422,0.09398445375610752,0.08412193220038308,0.11779265527453765,0.09771287403715208,0.09058725598226085,0.12227830894510311,0.11323121656139178
16,16.0,11.466506686239443,0.09388664824335492,0.09720125052708435,0.09116241134943051,0.09318786406829872,0.08040433094847778,0.11886002016277658,0.0946485404227958,0.08972785240798488,0.12524613833211284,0.1156749435376835
17,17.0,12.654581904800096,0.09272277912062986,0.0985193593048653,0.09328331498698039,0.09462162756772138,0.07777833789650773,0.1209682749102061,0.09247821723254775,0.08697337448114391,0.12695180099971148,0.11570291349968594
18,18.0,13.867303782456686,0.09267757038374036,0.10118364735315961,0.0936106884835613,0.09278112736252482,0.07635633282722913,0.12053346537270132,0.09152387843233954,0.08435317743815418,0.1307630794942892,0.11621703285230038
19,19.0,15.100080434523047,0.09372176587648191,0.10029184344309412,0.09325525254335724,0.09125885881206439,0.07473984258154771,0.12268972010843035,0.09089796835313795,0.08195653595990918,0.1333474825794853,0.11784072974249171
20,20.0,16.348578617037543,0.09330477652279717,0.10226515386389197,0.09194783550828277,0.08944980263884098,0.07531851261471906,0.12381730750927905,0.08888974425808445,0.08210058861440972,0.1356844832975239,0.11722179517217078
21,21.0,17.608741195130214,0.0937251794950355,0.10209911111134176,0.08873765981848189,0.08900680084790097,0.07464081520228141,0.12451455570834583,0.08836785042178784,0.08350491143634522,0.13776449731895313,0.1176386186395263
22,22.0,18.876800103462312,0.09308196555355394,0.10177281124002978,0.08711841169945357,0.08889891050148022,0.07340383621704316,0.1271622509605607,0.08883264377776573,0.08213688443114103,0.13904277109081062,0.11854951452816113
23,23.0,20.14928511992658,0.09042321598596846,0.10283790128237515,0.08655603923850068,0.0884893633590967,0.0734836956434311,0.12643628256060924,0.08941844819559505,0.08058983367321576,0.14001858513477022,0.12174663492643753
24,24.0,21.423028783545156,0.08936600699844088,0.10329758860052889,0.08458448820686898,0.08947268845890556,0.07136992646320822,0.1262707966447033,0.09138956308919889,0.08110121603840126,0.14274738149326915,0.12040034400647472
