,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:29:43.905843,0.7382204267392708
1,Run_10,0 days 00:23:44.069852,0.7357560330234804
2,Run_2,0 days 00:02:28.019517,0.6327091315002569
3,Run_3,0 days 00:25:53.151367,0.7492504765772311
4,Run_4,0 days 00:27:24.797364,0.7450055611190376
5,Run_5,0 days 00:26:16.702405,0.7535821764237368
6,Run_6,0 days 00:30:03.459706,0.7389926316404127
7,Run_7,0 days 00:06:46.119135,0.6409963139251352
8,Run_8,0 days 00:27:56.432588,0.7407235584295769
9,Run_9,0 days 00:28:46.546398,0.7379869597526882
