,count,mean,std,min,lq,med,uq,max,outliers
HV,8.0,0.7272603401369873,0.028075537486134155,0.6764988088042733,0.7204359734350391,0.735477807448695,0.7462319577844733,0.7552250545331551,"0.1865555156902809, 0.5090350805794561"
