,f_1,f_2,HV
0,25.562489811387362,1175.9,0.3811302600268161
1,25.571669167311292,1177.0,0.3811302600268161
2,25.57248892880691,1175.9,0.3819110135173605
3,25.571941209758222,1175.9,0.3828529519517844
4,25.574430605813607,1175.8,0.3835066688441069
5,25.569323060789024,1174.5,0.3842438096028972
6,25.557892086368284,1175.2,0.385175947178082
7,25.55799280437344,1173.9,0.3855720614324995
8,25.56069246224373,1173.0,0.38581984663593416
9,25.54587964717548,1173.4,0.38632337371026393
10,25.535503096819077,1172.8,0.38706922800123184
11,25.535900777189973,1172.4,0.3880933135539691
12,25.5462456584829,1169.3,0.3884423604260951
13,25.540598701049234,1171.1,0.38882227780592493
14,25.538987212966664,1171.9,0.3889770590843494
15,25.53948197718789,1172.1,0.38905067919749003
16,25.544287368196994,1172.3,0.3891051407923779
17,25.53704397846504,1171.4,0.38915473952007446
18,25.521763914919244,1170.2,0.3895069537589714
19,25.5062372480103,1171.8,0.3902046170329371
20,25.51266970205122,1171.2,0.390796738322593
21,25.517171900714892,1168.5,0.3910990668738408
22,25.518492137246454,1168.2,0.3916036237172871
23,25.503940462160664,1166.0,0.39190473639741935
24,25.50352149602579,1163.9,0.39283027413655736
25,25.503403126411477,1163.2,0.39385633406443576
26,25.533692249386085,1161.5,0.39474494613527283
27,25.519091253627664,1160.8,0.39533183958895957
28,25.540943945757643,1158.2,0.3959452857228994
29,25.564410202630093,1157.8,0.39677190955643005
30,25.543706941754884,1157.3,0.39802408359518027
31,25.553097597823665,1153.4,0.3987772947994149
32,25.551773727137277,1155.4,0.39999017797141806
33,25.542844089566337,1155.1,0.4003381209614897
34,25.538414054834202,1155.1,0.4010408404702231
35,25.533155432801884,1157.6,0.4013670154866194
36,25.532929076872755,1156.8,0.4016221879406484
37,25.530825420393832,1159.1,0.40173573244246247
38,25.531248020683527,1159.1,0.4017357469837366
39,25.542075206238284,1158.4,0.4017358980632236
40,25.50379976845242,1157.8,0.40189101325463594
41,25.50794633910818,1157.1,0.4035122265352694
42,25.514355430725224,1157.5,0.40388394403293904
43,25.517294423649002,1156.0,0.4041212394526501
44,25.527368300824953,1155.7,0.4044253715570149
45,25.535389918854513,1154.9,0.40452411949780875
46,25.491530342596967,1157.0,0.40453660069738706
47,25.486436295861733,1157.6,0.4056684545368964
48,25.491015330941714,1155.9,0.4058368927533123
49,25.486454466635866,1155.2,0.40642649604477316
50,25.482070118421532,1154.4,0.4067912516114675
51,25.474675132516857,1155.2,0.4073351987831663
52,25.47843388693625,1152.5,0.4077616549188713
53,25.49899230078342,1149.7,0.4082966299321685
54,25.483860718420495,1150.4,0.40873068745061936
55,25.49334222835991,1146.7,0.4095178783945899
56,25.473135808365825,1148.1,0.41028543966076364
57,25.445394227923806,1149.6,0.4113059922708008
58,25.455682520234454,1148.3,0.4121748508454484
59,25.455053811449666,1148.7,0.4126264482268506
60,25.458070159954733,1145.9,0.4126316575244663
61,25.44785455074059,1148.6,0.41286827231742784
62,25.434104466376283,1145.9,0.41300992174256124
63,25.438517887829214,1146.6,0.41356895276916605
64,25.428296567800352,1147.4,0.41356977498360353
65,25.422864025501383,1147.2,0.4138174600880237
66,25.409739015767045,1149.6,0.41411492420360607
67,25.40281491249474,1150.3,0.41445925932850447
68,25.417457960616144,1146.1,0.4145087573095586
69,25.416395229912208,1147.8,0.41529750918897845
70,25.416693230607894,1147.0,0.4155469467142553
71,25.413435470389423,1148.3,0.4161823309153128
72,25.413240783523783,1150.0,0.41663070594227297
73,25.41452052518729,1149.1,0.4166307094333931
74,25.407982161491454,1150.9,0.41682912841772934
75,25.40052383745983,1152.1,0.41683134329562765
76,25.401407975412347,1153.7,0.41690727664518057
77,25.401931812872178,1153.1,0.41693672575092783
78,25.391691283739238,1152.5,0.416937887494503
79,25.394101247553436,1154.2,0.4169379140067774
80,25.388818224767288,1154.0,0.4169379814714083
