,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:00:37.688680,0.6510478112698281
1,Run_10,0 days 00:00:40.813482,0.7280832642534769
2,Run_2,0 days 00:02:06.759921,0.7973657548125632
3,Run_3,0 days 00:01:50.732764,0.7801634689701294
4,Run_4,0 days 00:01:15.190560,0.7624117479806658
5,Run_5,0 days 00:02:44.469919,0.7523280912735123
6,Run_6,0 days 00:00:40.635855,0.6841428691567452
7,Run_7,0 days 00:01:38.729375,0.7964110511751585
8,Run_8,0 days 00:03:03.580137,0.7923591671972801
9,Run_9,0 days 00:00:32.667111,0.7173380427774507
