,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.764261541458774,356,74,29283
1,Run_2,0.7839940049805284,424,69,33693
2,Run_3,0.7430772919440273,397,65,33387
3,Run_4,0.7364291375730736,291,79,22885
4,Run_5,0.7487058506282558,369,70,30015
5,Run_6,0.6623625799968476,122,105,8803
6,Run_7,0.7546767434702197,304,78,24409
7,Run_8,0.6367229631174727,140,97,10091
8,Run_9,0.7684352986385851,469,1,40053
9,Run_10,0.6343169378251091,113,82,9513
