,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:02:07.989446,0.46125071118349426
1,Run_10,0 days 00:00:58.288192,0.49725973521819644
2,Run_2,0 days 00:03:10.094820,0.617285527283393
3,Run_3,0 days 00:02:02.005344,0.5981119461607138
4,Run_4,0 days 00:01:43.234732,0.5674848510656166
5,Run_5,0 days 00:00:40.232664,0.5999917114048754
6,Run_6,0 days 00:01:41.521362,0.6435021856264358
7,Run_7,0 days 00:00:32.751519,0.5487567559132148
8,Run_8,0 days 00:01:10.539397,0.6190301453265319
9,Run_9,0 days 00:00:38.538940,0.5812696777350354
