,Run_nr,HV
0,Run_1,0.8488332512384316
1,Run_2,0.8440180849061516
2,Run_3,0.8516404964138544
3,Run_4,0.8437449691843772
4,Run_5,0.8520281445350826
5,Run_6,0.8468101124900385
6,Run_7,0.851383399209486
7,Run_8,0.8502276631786345
8,Run_9,0.8532191213042276
9,Run_10,0.8515083436452539
10,Run_11,0.8472313994978193
11,Run_12,0.8506241214844361
12,Run_13,0.8484584179311283
13,Run_14,0.8468341402661477
14,Run_15,0.8386959324979676
15,Run_16,0.846687570831882
16,Run_17,0.843849089547517
17,Run_18,0.8470968439516081
18,Run_19,0.8519007973217039
19,Run_20,0.8467260152736564
20,Means,0.8480758957354702
