,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.799593930583755,145,79,13342
1,Run_2,0.7506645682408865,102,79,9385
2,Run_3,0.7594058731894069,210,76,20245
3,Run_4,0.816797017352059,150,50,14265
4,Run_5,0.8347361549951744,255,78,24486
5,Run_6,0.7527293551345355,201,10,18958
6,Run_7,0.7598527898250377,132,79,12063
7,Run_8,0.8187985311019538,185,79,17283
8,Run_9,0.8263752898350494,190,79,18054
9,Run_10,0.8008201480911934,141,72,13041
