,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:06:53.052114,0.8547296674956248
1,Run_10,0 days 00:15:01.450099,0.8547857323065464
2,Run_11,0 days 00:12:14.554524,0.8557132044643607
3,Run_12,0 days 00:26:30.980108,0.8542074638281854
4,Run_13,0 days 00:43:58.661357,0.8550956906183549
5,Run_14,0 days 00:12:00.591362,0.8511230983016367
6,Run_15,0 days 00:20:14.285835,0.854397283259448
7,Run_16,0 days 00:21:38.281828,0.8569033803076356
8,Run_17,0 days 00:14:54.446351,0.8561136673995138
9,Run_18,0 days 00:10:28.527572,0.8544941952897551
10,Run_19,0 days 00:37:12.895039,0.8560279683313912
11,Run_2,0 days 00:14:06.453519,0.8551028989511876
12,Run_20,0 days 00:19:03.368848,0.8557043942797873
13,Run_3,0 days 00:12:19.575873,0.853123010199791
14,Run_4,0 days 00:08:45.162461,0.8485481216286026
15,Run_5,0 days 00:11:08.815751,0.8560912414751453
16,Run_6,0 days 00:17:10.091683,0.8524718574672321
17,Run_7,0 days 00:10:09.298275,0.8516461028949464
18,Run_8,0 days 00:19:33.175084,0.8554929498500267
19,Run_9,0 days 00:12:19.414167,0.8542499128993115
20,Average,0 days 00:17:17.154092500,0.8543010920624242
