,count,mean,std,min,lq,med,uq,max,outliers
HV,9.0,0.7284752840002485,0.03726333815208439,0.6478148951580434,0.7381729403213759,0.7436870342749979,0.7492596650029333,0.7572443135379874,0.490521855095589
