,Unnamed: 0,Generation,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.0,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999
1,1.0,1.0,0.10799799209894677,0.09489459996152656,0.07738766125427689,0.10869877296123026,0.09649869120929525,0.10665677696928845,0.10078686510123919,0.08633423012996075,0.11082065338432606,0.10992375692990945
2,2.0,2.0,0.10634378511662906,0.10411400413585631,0.07735740602517611,0.1091355721224801,0.09001139856272129,0.10927919749939759,0.11022538267892501,0.08239557207398679,0.10725685782392518,0.1038808239609021
3,3.0,3.0,0.0952012562324262,0.0965350180219723,0.08445630181632593,0.11114035685911933,0.10085587081136914,0.10493883420260389,0.10095122436378612,0.08483433937097822,0.11280632439020057,0.10828047393121772
4,4.0,4.0,0.09930636934375067,0.09760320534011346,0.080233105910493,0.10402881234109376,0.09260510193093592,0.1154021497554686,0.11154051193843732,0.09197014373527435,0.10476714819111123,0.10254345151332113
5,5.0,5.0,0.0941941874400153,0.10063902036012401,0.07862595377540608,0.11145043454944055,0.09655423685516079,0.10265992237471266,0.10392800351845789,0.09044101478361694,0.11558195680978839,0.10592526953327693
6,6.0,6.0,0.09964331363759486,0.09440415120453964,0.08357477736109563,0.11271788358922048,0.08635832786547003,0.11515544988697293,0.11105526817105808,0.08397075984892577,0.11593138292329656,0.09718868551182547
7,7.0,7.0,0.10189786942124583,0.08869770501211818,0.08316695342050524,0.10876122240397851,0.0830139290203077,0.11566619898439609,0.10536389137453545,0.08929323037670388,0.11013603198845125,0.11400296799775742
8,8.0,8.0,0.09663117382422601,0.09408990492095543,0.09150328080024517,0.09434512175465791,0.07959129459426312,0.12673826931629192,0.10774568527640672,0.08972856906483444,0.11646599377639381,0.10316070667172489
9,9.0,9.0,0.0960930750408096,0.0898362249466732,0.09228813246785157,0.1018605914104153,0.0981465641199551,0.11207573864390293,0.1062790703769707,0.08752521128432816,0.1097074451640287,0.10618794654506428
10,10.0,10.0,0.10132361220418293,0.08243887679253104,0.07746810128938869,0.10218054998886392,0.08395507397344151,0.1220002146817423,0.1028863563641308,0.0929037008455495,0.13188255026128493,0.10296096359888397
11,11.0,11.0,0.10551927265540675,0.08436598105790931,0.08860020754527002,0.09340016061390553,0.09184266590678561,0.11744509420371342,0.09915222207726516,0.09028794108798525,0.12149710283566789,0.10788935201609061
12,12.0,12.0,0.10502199110924682,0.08679364089469571,0.08129322741021924,0.1204895197802385,0.08068889579441534,0.11229940180945136,0.11259581614894992,0.08246748140917637,0.11536905848554681,0.10298096715805945
13,13.0,13.0,0.08541317668706523,0.08906442120761243,0.0821848435806843,0.09486271131434726,0.07327338680237161,0.12983886338394746,0.09873883487589102,0.09996663475665042,0.13820615916940465,0.1084509682220252
14,14.0,14.0,0.0896125509978206,0.09076424212018244,0.08493661777201605,0.10263817462859971,0.07804264349039593,0.11556032843017304,0.09748865774524729,0.09337420354778453,0.14100077882842146,0.10658180243935843
15,15.0,15.0,0.0920491003233512,0.09152601715546423,0.08727180192765857,0.09094830920281324,0.08681746852261757,0.13571138742392438,0.08697541653283193,0.0861217532178995,0.12722004695425607,0.1153586987391829
16,16.0,16.0,0.09398905006937068,0.09325638239908947,0.07943428742081429,0.09546427564765717,0.09199847081202785,0.13905388501491606,0.09171891030947749,0.078558001472604,0.13165599983541176,0.10487073701863078
17,17.0,17.0,0.09741207824039773,0.0916933781034928,0.08636774717499053,0.09765264807508628,0.07986000415816351,0.13584197228793154,0.09948215170544758,0.08290494022794889,0.12105399359738733,0.10773108642915336
18,18.0,18.0,0.08803790036611625,0.0961221421385081,0.08568595747476128,0.09586904513234147,0.0833553858140197,0.12428379154788091,0.10257838302864741,0.07497954134687404,0.13866288376271585,0.11042496938813447
19,19.0,19.0,0.0840629156441582,0.08473973388277842,0.08825791642141032,0.0906902671394978,0.09114466402832117,0.12868462814224657,0.1027109004786117,0.09529740499416667,0.12387709407080837,0.11053447519800036
20,20.0,20.0,0.1039056459483036,0.09435698595007852,0.09869859872142389,0.08960163938909474,0.06801222951499059,0.12944833834148436,0.09911638733784439,0.07662746861269801,0.1305776497724291,0.10965505641165232
21,21.0,21.0,0.10223915732039557,0.09238910593255628,0.08102605657288728,0.0954232215616918,0.07234070041658483,0.12683283221629782,0.09135156722839191,0.0779190570216773,0.1342587500414344,0.12621955168808235
22,22.0,22.0,0.08631628622638407,0.07822873972875606,0.09183241836297824,0.10169924006273388,0.07429985618993554,0.1346079522383792,0.10036702993245508,0.09010724531090697,0.1311236107850963,0.11141762116237423
23,23.0,23.0,0.09013714807259163,0.09920991568244465,0.08580141127092575,0.09246863932131912,0.0615039485853481,0.12473408436837485,0.09648470108823218,0.10340901649092522,0.13009423749776625,0.11615689762207183
24,24.0,24.0,0.09382441200728281,0.09942711556640306,0.08799152046416331,0.08129067461114473,0.07952652434040558,0.1357366007439982,0.08675210726419642,0.07500256780119222,0.14500129899343214,0.11544717820778103
25,25.0,25.0,0.10817036491550468,0.09466778600482424,0.07412111240831236,0.11663329358246445,0.07873213779178789,0.1274684535672612,0.08509037319855385,0.0973817075721933,0.12596517044834227,0.09176960051075533
