,count,mean,std,min,lq,med,uq,max,outliers
HV,9.0,0.8050319502678429,0.011644565760313181,0.7831140798763372,0.8025373331571296,0.8046854163412905,0.811900957506878,0.8209321976204492,0.74120082815735
