,test,count,mean,std,min,lq,med,uq,max,outliers,parameter,value,HV_overall
0,HV,10.0,0.7483978679353332,0.0545664307864186,0.6382265899379682,0.7256921000676781,0.7557896928849751,0.790158623368614,0.8096695780322052,,Mutations,0,0.8236337205809916
0,HV,10.0,0.7378620885743921,0.0433945900694613,0.6724077033050205,0.7077551649707062,0.7307507478645314,0.7696080669253657,0.8107468233277668,,Mutations,0,0.8184381144603161
0,HV,10.0,0.7829693525715729,0.0256501964666338,0.7445783325524306,0.7680206318504192,0.7856858528458899,0.8022702243793826,0.8164406053397728,,Mutations,0,0.8373207427786519
0,HV,9.0,0.7750806154136405,0.0295496380808471,0.7088730572541859,0.7608987990116575,0.7832005798703301,0.7967954955929054,0.801109282330374,0.6945733267657412,Mutations,1,0.8226934336092524
0,HV,9.0,0.7470378869083771,0.0234115617225688,0.7191761676498032,0.7320118056473283,0.7423117123394645,0.7605856369963678,0.7948708707265599,0.6525038945020444,Mutations,1,0.8003395925690097
0,HV,10.0,0.722389081778536,0.0546996644004212,0.6326289190303992,0.6798843463043278,0.7290239516881517,0.7540550876813596,0.80949898082183,,Mutations,1,0.8114043834672883
0,HV,10.0,0.7153330850463135,0.0360017678473981,0.6552734961615627,0.6851874767230919,0.7222445146589458,0.7455472526240333,0.7582701603053129,,Mutations,2,0.7876168851191978
0,HV,10.0,0.7511843691307151,0.0481968660988447,0.675742758628975,0.7166208136605917,0.7527846190195866,0.7909821753947563,0.817569109891034,,Mutations,2,0.8258851232024221
0,HV,10.0,0.738356740391893,0.0411539879091268,0.6717877866814038,0.7152340105161568,0.7455001982291529,0.762549106767423,0.8123646935857852,,Mutations,2,0.8175018321179283
0,HV,10.0,0.3981661200347601,0.093752805719776,0.2408552286443129,0.3328477720244602,0.3933731393490876,0.4795779921589356,0.5226465794458394,,Mutations,3,0.7440537261073803
0,HV,10.0,0.4047054394880482,0.0916041218122724,0.2399069324138705,0.3425317667223311,0.4073328768055873,0.4824409016823447,0.5226465794458394,,Mutations,3,0.7454929898963202
0,HV,10.0,0.4052766598187505,0.0920346669422872,0.2401496129525732,0.3431859229269035,0.4073328768055873,0.4858888875540124,0.5226465794458394,,Mutations,3,0.7467976981390488
0,HV,9.0,0.7864759217210651,0.0224938858375843,0.7476066332680579,0.7694863261930792,0.7954475373531802,0.8038764812122814,0.8091625919563015,0.699942733800273,Mutations,4,0.8279819471308835
0,HV,10.0,0.7440421927748477,0.0488053339487691,0.6713368654164213,0.6974043994858056,0.7530305032617706,0.7863107752561962,0.8031003840439546,,Mutations,4,0.8196563227090516
0,HV,10.0,0.7461651268866809,0.050321066251129,0.6510478112698281,0.7200243481464572,0.7573699196270891,0.7893102426404924,0.7973657548125632,,Mutations,4,0.8288173128136124
0,HV,10.0,0.7516025325276019,0.0416757064991033,0.6729146893809244,0.7312897709752474,0.7554192646699583,0.7778031404303374,0.8102222168827165,,Mutations,5,0.8302341506781841
0,HV,9.0,0.745729174036297,0.0428304000649896,0.6795631750303353,0.7098758164438091,0.7417871058944141,0.7714413862424963,0.8045933098662053,0.5191673574652299,Mutations,5,0.818189026514651
0,HV,8.0,0.8053107392145321,0.0076623549265992,0.794104384668677,0.8009384848885311,0.8074474092050412,0.8097410606661299,0.8146104897261234,"0.7213715054603121, 0.751707373724025",Mutations,5,0.8369779465061609
0,HV,10.0,0.7746436480571541,0.0399283834811379,0.7051535575124845,0.7548994637801296,0.7804982559839173,0.8018475357513285,0.8358486410290296,,Mutations,6,0.8399469787073857
0,HV,9.0,0.786743875920564,0.0282977887248229,0.74648693890137,0.7599160629687918,0.7876801582629521,0.8078114300130951,0.8256280259980538,0.6718911061186732,Mutations,6,0.8377292149725082
0,HV,7.0,0.7969203256106917,0.0099921148921629,0.785683450068279,0.7906491904641766,0.7951287688567984,0.800730043930784,0.8148715915598432,"0.7505756654692826, 0.8338679513517627, 0.674256240213687",Mutations,6,0.8411507702904557
0,HV,10.0,0.7574638682316758,0.0647744712983055,0.6204035865460473,0.7235930735930737,0.7809523809523811,0.7950294540488805,0.8225764984321877,,Mutations,7,0.8408384092010361
0,HV,9.0,0.7789761408632824,0.0315922808611136,0.7296859169199595,0.7465646287107897,0.791022421919739,0.8051899996395833,0.8149140406309693,0.6174770034159489,Mutations,7,0.8347441642538773
0,HV,10.0,0.809203519268274,0.0160579413508658,0.7854712047126479,0.7967320222176837,0.8102178117904297,0.8173594675444815,0.8381537056837702,,Mutations,7,0.844286395072704
0,HV,10.0,0.8010057226153432,0.0177211480429791,0.7794738717957961,0.7822769121103996,0.8077053073352796,0.8133352155091285,0.8273620305072663,,Mutations,8,0.8436832978923636
0,HV,10.0,0.7957691090901082,0.0210262675596467,0.7569222020655878,0.7834963217479405,0.796556819683554,0.8083146116911151,0.8287139933763431,,Mutations,8,0.8425203535286794
0,HV,9.0,0.8140239450137693,0.0101352094383755,0.7933370976849238,0.8091738049184859,0.8132016611202549,0.8211212161258414,0.8285722294972989,0.7874975471645221,Mutations,8,0.8476270568777509
