,Run_nr,HV
0,Run_1,0.8504807557536511
1,Run_2,0.8478232837159756
2,Run_3,0.8528314731829993
3,Run_4,0.8508395705435483
4,Run_5,0.8540144406934418
5,Run_6,0.8494299410118096
6,Run_7,0.8521899315608843
7,Run_8,0.8479306077825967
8,Run_9,0.8508043298052548
9,Run_10,0.8461621634609608
10,Run_11,0.8466755569438269
11,Run_12,0.8466899736094925
12,Run_13,0.8519032000993148
13,Run_14,0.848530501259456
14,Run_15,0.8478433068627333
15,Run_16,0.8499249131996588
16,Run_17,0.8513385473607491
17,Run_18,0.8493210150934479
18,Run_19,0.8538686721850459
19,Run_20,0.8480587559218458
20,Means,0.8498330470023348
