,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.8214367809187421,239,37,22764
1,Run_2,0.8085875271814217,242,39,23130
2,Run_3,0.8285722294972989,183,20,17287
3,Run_4,0.8185037903816812,197,25,18980
4,Run_5,0.8132016611202549,157,36,14871
5,Run_6,0.8211212161258414,148,39,13987
6,Run_7,0.7874975471645221,129,16,12033
7,Run_8,0.8122813972952733,159,39,15197
8,Run_9,0.7933370976849238,196,13,18332
9,Run_10,0.8091738049184859,95,39,8646
