,Unnamed: 0,Generation,HV,APD,mean_f_1,mean_f_2
0,0.0,0.0,0.7369198793805641,0.0,11.93547872340426,130.145
1,1.0,1.0,0.7476658216898736,0.0,11.928207446808507,126.7175
2,2.0,2.0,0.7583039593770399,0.0,11.921579303675049,123.5205
3,3.0,3.0,0.7674232212437577,0.0,11.93340602836879,119.92125000000001
4,4.0,4.0,0.7741803925337691,0.0,11.923220986460345,117.98499999999999
5,5.0,5.0,0.7806142300499377,0.0,11.93286476466795,116.4435
6,6.0,6.0,0.7870188337718402,0.0,11.9109605093488,114.569
7,7.0,7.0,0.7932628518567464,0.0,11.89876837524177,113.79974999999999
8,8.0,8.0,0.7974445659182015,0.0,11.933870889748544,111.57325
9,9.0,9.0,0.8016010508147418,0.0,11.967590586718241,110.06725000000002
10,10.0,10.0,0.8049620561368942,0.0,11.97468117343649,107.88525
11,11.0,11.0,0.8081005642522754,0.0,11.953980174081247,107.00300000000001
12,12.0,12.0,0.810559086303767,0.0,11.933738555770478,106.18800000000002
13,13.0,13.0,0.813324683333934,0.0,11.995952127659585,102.32075
14,14.0,14.0,0.8159449123186404,0.0,12.004201805286932,101.17899999999999
15,15.0,15.0,0.8181018056873747,0.0,12.010997582205047,99.99875
16,16.0,16.0,0.8203696272891463,0.0,12.044388297872356,97.72025
17,17.0,17.0,0.8224654901065632,0.0,12.020465828497759,97.64200000000001
18,18.0,18.0,0.8241651348959398,0.0,12.080168923275327,95.99825000000001
19,19.0,19.0,0.8257568949705858,0.0,12.099015473887814,94.72625000000001
20,20.0,20.0,0.827230118016427,0.0,12.173153932946482,92.46175000000001
21,21.0,21.0,0.8283740003443981,0.0,12.19371518375241,90.85849999999999
22,22.0,22.0,0.8292775248186903,0.0,12.181719535783364,90.97125
23,23.0,23.0,0.830276119193788,0.0,12.149377820760801,91.191
24,24.0,24.0,0.831181165427234,0.0,12.175271598968408,90.0135
25,25.0,25.0,0.832063705643724,0.0,12.189192778852362,89.0595
26,26.0,26.0,0.8329818870614429,0.0,12.240739361702133,87.28
27,27.0,27.0,0.8335186675797222,0.0,12.28027240490007,85.73324999999998
28,28.0,28.0,0.8342689749350247,0.0,12.277052224371383,85.39950000000002
29,29.0,29.0,0.8348643832270104,0.0,12.281593004513223,84.703
30,30.0,30.0,0.8356603433569205,0.0,12.327078658929729,82.54249999999999
31,31.0,31.0,0.8360286090720873,0.0,12.347943101225018,81.80425
32,32.0,32.0,0.8366677479165917,0.0,12.356272727272732,81.6395
33,33.0,33.0,0.8371452599204681,0.0,12.404199387491946,79.49524999999998
34,34.0,34.0,0.8376193279431023,0.0,12.431875402965836,78.94275
35,35.0,35.0,0.8379960834724942,0.0,12.420965667311421,79.34150000000001
36,36.0,36.0,0.8384134459435106,0.0,12.409910702772414,79.53099999999999
37,37.0,37.0,0.8387206811073602,0.0,12.39837943262412,79.689
38,38.0,38.0,0.8391057662658034,0.0,12.402346389426183,79.3255
39,39.0,39.0,0.8396161963229494,0.0,12.417407962604782,78.68125
40,40.0,40.0,0.8398571148247373,0.0,12.425248065764034,78.52150000000002
41,41.0,41.0,0.8401879773017609,0.0,12.416293681495825,78.57099999999998
42,42.0,42.0,0.8404903268178014,0.0,12.393348162475828,79.10824999999998
43,43.0,43.0,0.8409354013239305,0.0,12.37416392649904,79.6875
44,44.0,44.0,0.841162143437814,0.0,12.366633139909746,79.94800000000001
45,45.0,45.0,0.8412733119486125,0.0,12.358343165699567,79.9675
46,46.0,46.0,0.8415417022077522,0.0,12.36578030303032,79.37425
47,47.0,47.0,0.8418387656130488,0.0,12.366738394584157,79.2535
48,48.0,48.0,0.8421383919811303,0.0,12.356832849774364,79.23050000000002
49,49.0,49.0,0.8423825942789864,0.0,12.312826241134776,79.901
50,50.0,50.0,0.8424835109386452,0.0,12.283228078658952,80.502
51,51.0,51.0,0.8426780558325424,0.0,12.274438265635101,80.47525
52,52.0,52.0,0.8428659530417161,0.0,12.270000967118014,80.56649999999999
53,53.0,53.0,0.8429603822018255,0.0,12.259453739522915,80.973
54,54.0,54.0,0.8430806812675453,0.0,12.243850419084486,81.21699999999998
55,55.0,55.0,0.8432998946782482,0.0,12.259602030947804,80.94774999999998
56,56.0,56.0,0.8435470604018246,0.0,12.277433913604154,80.31649999999999
57,57.0,57.0,0.8437696377011827,0.0,12.287631850419112,80.1295
58,58.0,58.0,0.8440425131451958,0.0,12.270525950999382,80.56450000000001
59,59.0,59.0,0.8441934075791615,0.0,12.266032559638969,80.72675000000001
60,60.0,60.0,0.8442722186847996,0.0,12.247731463571913,81.41925
61,61.0,61.0,0.8444265571000077,0.0,12.240861218568694,81.55550000000001
62,62.0,62.0,0.8446094885687856,0.0,12.229286589297256,81.983
63,63.0,63.0,0.8447595820768807,0.0,12.237064313346256,81.75925
64,64.0,64.0,0.8448544116999249,0.0,12.219833010960695,82.459
65,65.0,65.0,0.8449246528987511,0.0,12.197200838168952,82.95575
66,66.0,66.0,0.8450250089103003,0.0,12.171175048355925,83.50249999999998
67,67.0,67.0,0.8452282838961841,0.0,12.162727756286293,83.7215
68,68.0,68.0,0.8453597158315013,0.0,12.146175531914926,84.061
69,69.0,69.0,0.845437405640921,0.0,12.163701644100616,83.34224999999999
70,70.0,70.0,0.8459620120859714,0.0,12.174255641521635,83.00150000000001
71,71.0,71.0,0.8463478981702849,0.0,12.193233236621571,82.36099999999999
72,72.0,72.0,0.8464811722351037,0.0,12.193626370083853,82.223
73,73.0,73.0,0.8465772833395405,0.0,12.206700193423632,82.05724999999998
