,Run_nr,HV
0,Run_1,0.7147525980532472
1,Run_2,0.7238696841835669
2,Run_3,0.7152491022183708
3,Run_4,0.7114933135307961
4,Run_5,0.7184740350298291
5,Run_6,0.715972434878729
6,Run_7,0.7257787276163223
7,Run_8,0.7195186796572473
8,Run_9,0.7160513974377699
9,Run_10,0.7169826464368778
10,Run_11,0.7116600215986897
11,Run_12,0.7177054486493657
12,Run_13,0.7126972092947803
13,Run_14,0.7217911860315356
14,Run_15,0.7219981976136254
15,Run_16,0.7104750591402954
16,Run_17,0.7138313558186297
17,Run_18,0.7221551391465677
18,Run_19,0.711673751415078
19,Run_20,0.7196732778896678
20,Means,0.7170901632820497
