,Run_nr,HV
0,Run_1,0.7423573786508273
1,Run_2,0.749577573077306
2,Run_3,0.7451209296855641
3,Run_4,0.7516596973394079
4,Run_5,0.754620073070186
5,Run_6,0.7380304017332526
6,Run_7,0.7448231053673418
7,Run_8,0.7467131197669826
8,Run_9,0.7401580244986337
9,Run_10,0.7386757347765647
10,Run_11,0.7440873747782089
11,Run_12,0.7559786341568113
12,Run_13,0.7494914862046691
13,Run_14,0.7419741340109263
14,Run_15,0.7438252314276033
15,Run_16,0.7447078450761341
16,Run_17,0.7392683298466344
17,Run_18,0.7313655327977965
18,Run_19,0.7397886459805925
19,Run_20,0.7531091028352264
20,Means,0.7447666177540334
