,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:17:19.192286,0.7076286437897477
1,Run_10,0 days 00:18:30.020520,0.7144120364547597
2,Run_2,0 days 00:16:28.700821,0.7069041390237648
3,Run_3,0 days 00:18:28.355758,0.7209048596526793
4,Run_4,0 days 00:18:08.607169,0.7042071565657777
5,Run_5,0 days 00:17:41.766051,0.7141342296120017
6,Run_6,0 days 00:19:52.316210,0.7201892124149287
7,Run_7,0 days 00:15:56.929246,0.7044699343895131
8,Run_8,0 days 00:18:00.290529,0.7216093972355653
9,Run_9,0 days 00:16:58.427659,0.7188468447623668
