,Run_number,Duration,HV Obtained
0,Run_1,0 days 01:36:09.851550,0.625937537306648
1,Run_10,0 days 02:19:08.783555,0.62691622609252
2,Run_11,0 days 01:43:19.640699,0.6090088944678567
3,Run_12,0 days 01:40:42.594586,0.6042516654231083
4,Run_13,0 days 01:28:34.145456,0.6119153745730158
5,Run_14,0 days 01:39:06.919797,0.6110460520911215
6,Run_15,0 days 01:35:40.296635,0.619730953482494
7,Run_16,0 days 02:21:50.802013,0.6214054666516309
8,Run_17,0 days 01:12:25.677953,0.6088328860349269
9,Run_18,0 days 02:22:06.732683,0.6204677232237664
10,Run_19,0 days 01:22:53.176168,0.6190975003071703
11,Run_2,0 days 02:02:26.339326,0.6170517160115829
12,Run_20,0 days 01:24:19.479200,0.6179784613952647
13,Run_21,0 days 03:23:54.942143,0.6313106039507542
14,Run_22,0 days 01:52:12.818328,0.6083363253738248
15,Run_23,0 days 02:16:56.345044,0.6224511518001887
16,Run_24,0 days 01:06:59.380388,0.6097793523506259
17,Run_25,0 days 02:24:14.816767,0.6146348288008027
18,Run_26,0 days 02:44:48.619209,0.6192835259099203
19,Run_27,0 days 02:27:03.880028,0.6147732861703962
20,Run_28,0 days 01:44:10.790839,0.6145298378928646
21,Run_29,0 days 01:29:19.796867,0.5988749152790113
22,Run_3,0 days 01:56:39.440201,0.6079332885826081
23,Run_30,0 days 02:09:44.266888,0.6080621764726346
24,Run_4,0 days 01:28:28.514775,0.6071778465536268
25,Run_5,0 days 02:02:43.901780,0.6145409480604234
26,Run_6,0 days 03:24:51.651833,0.6142264388124928
27,Run_7,0 days 02:33:52.906275,0.6213146514492185
28,Run_8,0 days 01:33:22.219113,0.612267707273714
29,Run_9,0 days 01:50:18.803496,0.610172431395141
30,Average,0 days 01:58:36.917786500,0.614776992439645
