,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:06:43.288898,0.7564140511826305
1,Run_10,0 days 00:06:15.732993,0.7757296304030807
2,Run_2,0 days 00:06:00.072185,0.7644693604544979
3,Run_3,0 days 00:10:13.163261,0.7831019593351481
4,Run_4,0 days 00:11:06.484016,0.7896020363576051
5,Run_5,0 days 00:07:12.314407,0.7631586562296263
6,Run_6,0 days 00:03:00.641218,0.7093351989297352
7,Run_7,0 days 00:08:28.027972,0.7636928941838969
8,Run_8,0 days 00:02:25.960182,0.7116423799204059
9,Run_9,0 days 00:05:34.074094,0.7231265312858396
