,Run_nr,HV
0,Run_1,0.7262134285330278
1,Run_2,0.7261733171822246
2,Run_3,0.7275184996895006
3,Run_4,0.7234979298824081
4,Run_5,0.7222127089312111
5,Run_6,0.7225490502208691
6,Run_7,0.7296126290534728
7,Run_8,0.7323576058114343
8,Run_9,0.7316652769284946
9,Run_10,0.7268836056012273
10,Run_11,0.7295979789980661
11,Run_12,0.7310002836170786
12,Run_13,0.7173567511219905
13,Run_14,0.7281470605823486
14,Run_15,0.7405539201482183
15,Run_16,0.7179024230082073
16,Run_17,0.7315561997651441
17,Run_18,0.7260772549145822
18,Run_19,0.7241864899747171
19,Run_20,0.7315314747419153
20,Means,0.7273296944353069
