,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:13:53.819282,0.8223077326160435
1,Run_10,0 days 00:12:50.120111,0.8195700264499953
2,Run_2,0 days 00:12:27.789955,0.8223320039293839
3,Run_3,0 days 00:13:20.235446,0.8229567046881023
4,Run_4,0 days 00:12:46.147334,0.8193773636989851
5,Run_5,0 days 00:13:05.152140,0.816205309663782
6,Run_6,0 days 00:12:47.289444,0.8231864699058661
7,Run_7,0 days 00:13:15.989013,0.8218357136988573
8,Run_8,0 days 00:13:02.352334,0.825776251021974
9,Run_9,0 days 00:12:21.235913,0.8228758265394975
10,Average,0 days 00:12:59.013097200,0.8216423402212488
