,test,count,mean,std,min,lq,med,uq,max,outliers,parameter,value,HV_overall
0,HV,20.0,0.7787425040173311,0.0058933475737079,0.7695233525266066,0.7741525502911155,0.7795130806489088,0.7830005684746699,0.7902896821098623,,Mutations,0,0.8001949492600098
0,HV,16.0,0.7533651089549968,0.0071980341006095,0.7401672168096671,0.7485097643326039,0.7536859220574976,0.7572635623793975,0.7693910406170501,"0.6984030257621335, 0.6873792602424535, 0.7123162528065071, 0.7131505772988483",Mutations,1,0.7755282409447648
0,HV,18.0,0.7395121317837744,0.0068026678497043,0.72674262445503,0.7353127993047388,0.7387910775098527,0.7416763501896564,0.7512597121297352,"0.7233449401078818, 0.7122935298618279",Mutations,2,0.7590253774679119
0,HV,16.0,0.741819086142206,0.005952762801664,0.7285715803623236,0.7400182942041789,0.7419016143504878,0.7453799344377051,0.7508650761092746,"0.7147230142085619, 0.7027681917681695, 0.7039411977911917, 0.7045390330844857",Mutations,3,0.7601015165321707
0,HV,17.0,0.7371509125360425,0.0055097577494397,0.7262953439000913,0.7352379521789842,0.7369286108434381,0.7400408420055178,0.7458312331362347,"0.6953020113887642, 0.7510650060397548, 0.6897214064434636",Mutations,4,0.7596179736908506
0,HV,20.0,0.729045257810794,0.0088221963214203,0.7130151610370418,0.7236454111998085,0.7275033519389373,0.7343327720522319,0.7465692922491122,,Mutations,5,0.7515812143832058
0,HV,18.0,0.7257569796420511,0.009671399579078,0.7111434295417529,0.7196825532540333,0.7248143457747447,0.7331698151956515,0.7405031112767578,"0.6837612861860864, 0.6863939723439629",Mutations,6,0.754360965104177
0,HV,20.0,0.7289187032943477,0.0184157896501181,0.6945556596194673,0.7134593892750707,0.7326037658803228,0.7445973184782946,0.7519865316091188,,Mutations,7,0.7615200989014644
0,HV,20.0,0.740855235058811,0.0065553934746967,0.7285829646794466,0.7358872891330024,0.7402228603565598,0.7461021564044041,0.7510690013385621,,Mutations,8,0.7675860463493649
0,HV,19.0,0.7188181344332671,0.0078087257834983,0.7009824480380675,0.7147470164611185,0.7205023002361765,0.7237124834842368,0.7306979144316854,0.6527142049757441,Mutations,9,0.7392057991716502
0,HV,19.0,0.7147360995936886,0.0185176747161346,0.687918402210254,0.7014192085701931,0.7148876717932797,0.7201351414136774,0.7527642213447929,0.754043882047164,Mutations,10,0.7707558641340919
0,HV,20.0,0.705030002891845,0.0328933482588,0.6597344881787688,0.6708325151093368,0.7158865789902151,0.7327755954579128,0.750748821544227,,Mutations,11,0.756582891901043
0,HV,20.0,0.7416635883320868,0.0089795325341832,0.7268349529167997,0.7349457661285492,0.7434381938341503,0.7462840592623738,0.7576486898932931,,Mutations,12,0.7682999915240777
0,HV,20.0,0.7243802201345677,0.0063337249121583,0.7123544086716118,0.7205181634000251,0.7247073166947768,0.7287354777234121,0.7345562739918454,,Mutations,13,0.7454430723427486
0,HV,18.0,0.7258411131723084,0.0093328752671914,0.7041994555306286,0.7223025681719815,0.7274602882528387,0.7312781998546137,0.739779383458078,"0.69035507758718, 0.6838176138073303",Mutations,14,0.7473955296880856
0,HV,20.0,0.7382037959988853,0.0101498502878507,0.7227843570415888,0.7301083311818625,0.7381385619580378,0.7437409024457077,0.7591771201350104,,Mutations,15,0.765066944455173
0,HV,20.0,0.7306346878127326,0.0081547929909725,0.7164680993006085,0.7258537529654052,0.7288249721628697,0.7354147339979805,0.7476334378020207,,Mutations,16,0.7586550152991007
0,HV,17.0,0.7119959732715485,0.00353999470842,0.7066468730324295,0.7102223608680596,0.7111350708892923,0.7135656543239448,0.7213702420966289,"0.7245126943690026, 0.7281842851323022, 0.7264462387718903",Mutations,17,0.733892216747732
0,HV,20.0,0.7491690213800369,0.0213873035226714,0.7061075457680515,0.7276661730568906,0.759468068759671,0.763391257373433,0.7695996693334346,,Mutations,18,0.778010689652946
0,HV,20.0,0.7001132014866452,0.0259691919235679,0.6689527999967837,0.6810296776735065,0.6897779180921303,0.7147876459086168,0.7489884456770745,,Mutations,19,0.7551426780600607
0,HV,16.0,0.64266832040943,0.0018683787498479,0.6395685677344177,0.6413350476008123,0.6427797244240872,0.6437175275362899,0.64627825579895,"0.6510492796907765, 0.652025554053012, 0.6509085355177902, 0.6561495908306358",Mutations,20,0.6627274111897364
