,Run_nr,HV
0,Run_1,0.8476822535507801
1,Run_2,0.8446991461818002
2,Run_3,0.8446328201602995
3,Run_4,0.8515598738017606
4,Run_5,0.8509889598166959
5,Run_6,0.847041282229573
6,Run_7,0.8504057045719093
7,Run_8,0.8472862976094935
8,Run_9,0.8445281808985197
9,Run_10,0.8469111253445964
10,Run_11,0.8421431423472876
11,Run_12,0.8449802360132153
12,Run_13,0.845407367469085
13,Run_14,0.8483657085544148
14,Run_15,0.8497347558180992
15,Run_16,0.8449548579970287
16,Run_17,0.848044508359749
17,Run_18,0.8449300130257906
18,Run_19,0.8446320002864026
19,Run_20,0.8467938300727428
20,Means,0.8467861032054621
