,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:08:54.133702,0.855572241511187
1,Run_10,0 days 00:03:23.632788,0.8526592741208837
2,Run_2,0 days 00:02:59.381642,0.8511311075603398
3,Run_3,0 days 00:12:42.349178,0.8574295886044269
4,Run_4,0 days 00:03:08.804530,0.8545470563971951
5,Run_5,0 days 00:06:38.306843,0.8545983156528949
6,Run_6,0 days 00:29:24.368360,0.8537909823756261
7,Run_7,0 days 00:13:54.661409,0.8531814777883233
8,Run_8,0 days 00:03:17.095916,0.8534089407354901
9,Run_9,0 days 00:04:04.990127,0.8540288573591069
10,Average,0 days 00:08:50.772449500,0.8540347842105473
