,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7867871259175605,233,79,18124
1,Run_2,0.8212397531546469,312,78,26145
2,Run_3,0.8122181241515193,235,73,18782
3,Run_4,0.8123270500698807,233,79,19128
4,Run_5,0.8112121612584147,288,79,24297
5,Run_6,0.8026855044431362,226,80,18217
6,Run_7,0.8144382906640076,330,78,28210
7,Run_8,0.8158791563046881,264,77,21287
8,Run_9,0.8111144483022374,259,75,20682
9,Run_10,0.8166616608799773,234,79,18306
