,Run_nr,HV
0,Run_1,0.8499665613449147
1,Run_2,0.8527858204083921
2,Run_3,0.853426561104637
3,Run_4,0.8480147049989788
4,Run_5,0.8438643071390527
5,Run_6,0.8490559086303768
6,Run_7,0.8491023623308545
7,Run_8,0.8533704962937156
8,Run_9,0.8540160425451822
9,Run_10,0.8549018665577406
10,Run_11,0.8489694086363836
11,Run_12,0.851958463984366
12,Run_13,0.8494251354565879
13,Run_14,0.8461517514246468
14,Run_15,0.8500586678199998
15,Run_16,0.8489734132657353
16,Run_17,0.8527946305929655
17,Run_18,0.8550996952477063
18,Run_19,0.8522684222961743
19,Run_20,0.8536932694194489
20,Means,0.8508948744748928
