,Run_nr,HV
0,Run_1,0.7569420338421824
1,Run_2,0.7516651179863981
2,Run_3,0.7531323706952856
3,Run_4,0.7596173182298499
4,Run_5,0.7516017981751729
5,Run_6,0.7580427638704571
6,Run_7,0.7552166195822418
7,Run_8,0.7523320593428263
8,Run_9,0.7533679349849131
9,Run_10,0.7615405724440314
10,Means,0.755345858915336
