,Run_nr,HV
0,Run_1,0.8497126678440277
1,Run_2,0.8521394732310551
2,Run_3,0.8533464685176065
3,Run_4,0.8528514963297573
4,Run_5,0.8523076676638193
5,Run_6,0.850461533532764
6,Run_7,0.8529636259516
7,Run_8,0.8526424546776074
8,Run_9,0.8427309970325696
9,Run_10,0.8508924316509887
10,Run_11,0.8569266071578745
11,Run_12,0.8482669966481252
12,Run_13,0.8472225893132461
13,Run_14,0.8537549407114625
14,Run_15,0.8487403438374761
15,Run_16,0.843537529383968
16,Run_17,0.8495556863734477
17,Run_18,0.8501707974418427
18,Run_19,0.8505127927884635
19,Run_20,0.848135644805395
20,Means,0.8503436372446547
