,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:05:35.187671,0.7994753935549495
1,Run_10,0 days 00:08:06.866060,0.8180776978186787
2,Run_2,0 days 00:07:02.216129,0.8291472942721787
3,Run_3,0 days 00:05:28.723653,0.7999847824084643
4,Run_4,0 days 00:04:56.330682,0.8027207451814298
5,Run_5,0 days 00:06:30.607818,0.8010716388144696
6,Run_6,0 days 00:06:12.219404,0.8014600878615679
7,Run_7,0 days 00:05:17.084522,0.7839182094501244
8,Run_8,0 days 00:05:52.851144,0.7999791759273721
9,Run_9,0 days 00:04:47.269702,0.7823043438214576
