,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7843458298766638,515,11,40050
1,Run_2,0.6464618567858285,215,187,9194
2,Run_3,0.6629063594557039,174,144,9369
3,Run_4,0.7869433376062217,506,0,40034
4,Run_5,0.7508638856422223,394,72,28828
5,Run_6,0.7786652612352777,483,66,39665
6,Run_7,0.745359909715791,457,16,32520
7,Run_8,0.5927993105261574,145,130,8643
8,Run_9,0.7671178069746972,458,76,33875
9,Run_10,0.7765592184103045,504,0,40063
