,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:11:10.431815,0.7843458298766638
1,Run_10,0 days 00:10:54.577505,0.7765592184103045
2,Run_2,0 days 00:03:04.500876,0.6464618567858285
3,Run_3,0 days 00:02:15.078764,0.6629063594557039
4,Run_4,0 days 00:11:13.475754,0.7869433376062217
5,Run_5,0 days 00:07:45.457597,0.7508638856422223
6,Run_6,0 days 00:09:49.008148,0.7786652612352777
7,Run_7,0 days 00:08:28.868336,0.745359909715791
8,Run_8,0 days 00:01:24.242370,0.5927993105261574
9,Run_9,0 days 00:08:33.015396,0.7671178069746972
