,Run_number,Duration,HV Obtained
0,Run_1,0 days 05:19:59.678485,0.5845520098751537
1,Run_10,0 days 05:53:03.421409,0.5846082302877099
2,Run_2,0 days 05:24:56.750097,0.5925947892689305
3,Run_3,0 days 05:50:30.595770,0.5940976774095545
4,Run_4,0 days 05:14:00.037550,0.5784155328878202
5,Run_5,0 days 06:23:20.973649,0.5752333329998135
6,Run_6,0 days 05:38:55.955172,0.5859912030520346
7,Run_7,0 days 05:25:03.572804,0.5802303246277435
8,Run_8,0 days 05:26:24.426132,0.582031535398623
9,Run_9,0 days 05:30:32.488221,0.5828257817434057
10,Average,0 days 05:36:40.789928900,0.5840580417550789
