,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.3955909030839651,52,45,4345
1,Run_2,0.2377164001585833,46,41,4300
2,Run_3,0.3279350929674704,48,46,4105
3,Run_4,0.5067457981426529,50,39,4847
4,Run_5,0.4190748505272095,45,39,4303
5,Run_6,0.3676714281709657,59,51,4460
6,Run_7,0.3323826343252801,54,27,4860
7,Run_8,0.5146100892631883,45,43,4089
8,Run_9,0.4233181557880909,43,41,4052
9,Run_10,0.5226465794458394,49,47,4051
