,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7665476747888909,388,0,30779
1,Run_2,0.6370663684417245,173,161,8723
2,Run_3,0.7714908595076679,463,10,40055
3,Run_4,0.7712432448990441,477,26,40080
4,Run_5,0.7555821913886009,325,54,26146
5,Run_6,0.6711892383078061,197,79,14604
6,Run_7,0.7782246665869841,449,55,40073
7,Run_8,0.7612548557348875,456,3,40023
8,Run_9,0.7380929993064526,465,22,40069
9,Run_10,0.7636631680439127,354,55,28724
