,Run_nr,HV
0,Run_1,0.6473938954739792
1,Run_2,0.6562558526555511
2,Run_3,0.6513367111509687
3,Run_4,0.6394645023311903
4,Run_5,0.6438881050168035
5,Run_6,0.656533751369841
6,Run_7,0.6480767719631566
7,Run_8,0.6460267196035612
8,Run_9,0.6526705749333936
9,Run_10,0.6436256775452098
10,Run_11,0.6539472788724773
11,Run_12,0.6411692021869486
12,Run_13,0.6446330935408418
13,Run_14,0.6408392724726242
14,Run_15,0.6440763864428247
15,Run_16,0.6444965859147395
16,Run_17,0.6484737184248834
17,Run_18,0.6541007173853907
18,Run_19,0.6403605966781735
19,Run_20,0.6528409861381705
20,Means,0.6475105200050363
