,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:16:36.458520,0.7206390982873541
1,Run_10,0 days 00:05:43.656219,0.7094494100514773
2,Run_2,0 days 00:17:02.161549,0.7286436970052681
3,Run_3,0 days 00:09:46.142109,0.7120876410059674
4,Run_4,0 days 00:11:03.158764,0.7065442137505935
5,Run_5,0 days 00:14:58.066686,0.7277042332487926
6,Run_6,0 days 00:17:04.585579,0.7232649071282089
7,Run_7,0 days 00:08:12.544421,0.7191868099358736
8,Run_8,0 days 00:11:34.700558,0.7207024493668723
9,Run_9,0 days 00:09:26.384118,0.701222508746656
